Booking_Status,Vehicle_Type,Booking_Value,day_of_week,hour
Success,Prime Sedan,1147,Sunday,10
Success,eBike,2973,Thursday,11
Success,Prime SUV,277,Monday,0
Success,Prime SUV,1613,Friday,8
Success,Prime Sedan,123,Friday,3
Success,Bike,924,Thursday,20
Success,Prime Sedan,584,Wednesday,18
Driver Not Found,Prime Plus,374,Friday,17
Success,Prime Sedan,234,Friday,2
Success,Prime SUV,446,Sunday,4
Success,Prime Sedan,695,Saturday,20
Success,Prime Sedan,532,Thursday,6
Driver Not Found,Prime Sedan,944,Thursday,2
Driver Not Found,Prime Plus,2922,Tuesday,23
Success,Prime SUV,282,Saturday,15
Canceled by Driver,Mini,425,Thursday,18
Success,Prime Sedan,474,Tuesday,20
Canceled by Driver,Mini,405,Sunday,17
Success,eBike,202,Friday,6
Success,Mini,2675,Sunday,18
Success,Mini,509,Sunday,12
Success,Prime SUV,328,Thursday,10
Canceled by Driver,Mini,223,Monday,20
Success,Prime SUV,141,Thursday,18
Success,Auto,227,Thursday,12
Canceled by Customer,Mini,623,Thursday,18
Success,eBike,870,Monday,17
Success,Mini,938,Friday,5
Success,Prime Sedan,687,Wednesday,5
Success,Mini,975,Wednesday,14
Success,Auto,2001,Tuesday,1
Success,Mini,109,Wednesday,1
Success,Mini,615,Friday,13
Success,Prime Sedan,166,Tuesday,13
Canceled by Driver,Prime Sedan,351,Thursday,10
Success,Bike,313,Friday,0
Canceled by Customer,Mini,215,Friday,16
Driver Not Found,Prime SUV,214,Tuesday,0
Success,Mini,908,Wednesday,15
Success,Prime Sedan,490,Sunday,2
Canceled by Customer,Mini,366,Sunday,23
Success,eBike,573,Monday,23
Canceled by Driver,Bike,286,Saturday,20
Driver Not Found,eBike,948,Saturday,22
Success,Prime SUV,617,Wednesday,23
Success,Mini,1462,Friday,2
Driver Not Found,Mini,378,Monday,2
Success,Auto,405,Wednesday,16
Success,Prime Plus,332,Tuesday,7
Canceled by Customer,Bike,253,Monday,22
Success,Prime SUV,725,Sunday,11
Success,Prime Sedan,352,Wednesday,7
Canceled by Driver,Mini,315,Thursday,1
Success,Mini,1836,Sunday,8
Success,Auto,275,Wednesday,8
Success,Prime Plus,411,Tuesday,4
Canceled by Customer,Prime SUV,554,Tuesday,23
Success,eBike,300,Saturday,23
Success,Prime Sedan,543,Monday,19
Canceled by Customer,Prime Sedan,140,Sunday,0
Success,Prime Sedan,361,Monday,2
Canceled by Driver,eBike,405,Saturday,1
Success,Prime SUV,840,Saturday,20
Canceled by Driver,Mini,552,Saturday,0
Success,Prime Plus,289,Monday,16
Canceled by Driver,Auto,483,Wednesday,11
Success,Prime Plus,477,Tuesday,13
Success,Prime Sedan,130,Saturday,13
Success,Prime Sedan,311,Thursday,5
Success,Mini,295,Saturday,4
Success,Mini,583,Wednesday,0
Canceled by Customer,Mini,133,Sunday,18
Success,Auto,554,Wednesday,23
Success,Auto,298,Sunday,21
Success,eBike,453,Friday,17
Canceled by Driver,Mini,171,Friday,4
Canceled by Customer,eBike,400,Monday,3
Canceled by Driver,Auto,186,Sunday,3
Canceled by Driver,Prime Plus,146,Thursday,7
Canceled by Customer,Mini,305,Wednesday,10
Success,Bike,131,Thursday,14
Success,Prime Sedan,209,Tuesday,16
Success,Prime SUV,370,Wednesday,9
Success,eBike,788,Wednesday,16
Success,Mini,143,Wednesday,16
Success,eBike,225,Saturday,18
Driver Not Found,Auto,464,Wednesday,3
Canceled by Driver,Prime Sedan,327,Tuesday,15
Success,Prime Plus,313,Wednesday,13
Success,Bike,350,Monday,22
Success,Prime Plus,200,Sunday,15
Success,Prime Sedan,695,Friday,10
Success,Bike,187,Monday,15
Canceled by Driver,eBike,197,Friday,23
Canceled by Driver,Prime Plus,371,Tuesday,6
Driver Not Found,Bike,116,Monday,6
Success,Prime SUV,320,Thursday,14
Success,Prime SUV,388,Wednesday,1
Canceled by Customer,Auto,315,Tuesday,6
Success,eBike,336,Wednesday,13
Success,Prime SUV,434,Tuesday,1
Canceled by Driver,Prime Sedan,885,Sunday,4
Success,Mini,261,Friday,20
Canceled by Customer,Prime Plus,448,Wednesday,0
Success,Prime Sedan,151,Friday,8
Success,Prime Sedan,186,Tuesday,22
Driver Not Found,Bike,432,Thursday,19
Canceled by Driver,eBike,396,Saturday,15
Canceled by Driver,eBike,257,Tuesday,12
Success,Prime Sedan,507,Thursday,1
Canceled by Driver,Bike,229,Saturday,9
Success,eBike,472,Saturday,21
Success,Mini,131,Tuesday,15
Success,eBike,970,Saturday,2
Canceled by Customer,Auto,461,Wednesday,4
Success,Prime Sedan,541,Friday,14
Success,Prime Sedan,295,Sunday,5
Success,Prime Plus,440,Tuesday,8
Success,Prime Sedan,489,Monday,11
Success,Mini,346,Friday,19
Canceled by Driver,Bike,189,Friday,12
Canceled by Driver,Mini,260,Saturday,23
Canceled by Driver,Prime Sedan,280,Tuesday,10
Success,Auto,123,Sunday,23
Success,Bike,121,Thursday,6
Success,Prime Plus,307,Friday,22
Canceled by Driver,Bike,388,Friday,19
Canceled by Driver,eBike,493,Monday,17
Success,Auto,452,Saturday,22
Success,Mini,137,Thursday,13
Success,eBike,310,Wednesday,3
Success,Bike,560,Wednesday,12
Success,Auto,127,Wednesday,20
Driver Not Found,eBike,143,Wednesday,1
Canceled by Customer,Bike,243,Saturday,15
Success,Mini,172,Friday,20
Success,Mini,133,Tuesday,18
Success,Mini,287,Wednesday,16
Success,Mini,415,Tuesday,4
Success,Auto,162,Wednesday,15
Success,Bike,476,Wednesday,7
Success,Bike,2167,Monday,21
Success,Mini,212,Sunday,11
Canceled by Driver,eBike,326,Tuesday,8
Success,Prime Sedan,172,Thursday,17
Canceled by Customer,eBike,118,Wednesday,11
Canceled by Driver,Mini,320,Monday,11
Success,eBike,421,Tuesday,2
Canceled by Driver,Auto,412,Thursday,21
Success,Bike,252,Sunday,17
Success,Prime SUV,721,Saturday,7
Driver Not Found,Prime Sedan,955,Tuesday,20
Success,Auto,833,Thursday,15
Success,Prime SUV,268,Sunday,22
Success,Prime Plus,356,Wednesday,23
Success,Prime Sedan,448,Monday,18
Success,Bike,688,Tuesday,11
Canceled by Driver,Auto,465,Sunday,5
Success,Prime Plus,179,Saturday,3
Success,Auto,869,Tuesday,17
Success,Prime Sedan,354,Monday,3
Success,Mini,164,Wednesday,7
Success,Prime Plus,169,Tuesday,18
Success,Prime SUV,279,Tuesday,10
Canceled by Driver,Mini,267,Tuesday,17
Driver Not Found,Auto,870,Friday,1
Success,Prime Plus,428,Thursday,22
Success,Prime Plus,137,Thursday,9
Success,Prime SUV,260,Monday,13
Success,Mini,400,Sunday,15
Success,Prime SUV,265,Wednesday,14
Success,Mini,571,Thursday,8
Success,Auto,828,Sunday,4
Success,Prime Sedan,447,Monday,20
Success,Bike,101,Wednesday,3
Driver Not Found,Prime SUV,326,Tuesday,21
Success,Bike,422,Sunday,8
Driver Not Found,Prime Plus,211,Tuesday,0
Success,Prime SUV,351,Friday,22
Success,Bike,109,Tuesday,0
Success,Prime SUV,116,Thursday,20
Success,Bike,721,Saturday,4
Driver Not Found,Prime Plus,158,Monday,12
Canceled by Driver,Prime Sedan,817,Thursday,22
Canceled by Driver,Bike,182,Monday,20
Success,Prime SUV,2362,Tuesday,7
Canceled by Driver,Prime Plus,945,Monday,5
Success,eBike,269,Monday,11
Success,Prime SUV,146,Friday,0
Success,Bike,352,Sunday,19
Success,Prime Plus,401,Thursday,1
Success,Auto,2528,Saturday,5
Success,Prime SUV,247,Thursday,21
Canceled by Driver,Prime Sedan,419,Wednesday,1
Success,Mini,106,Sunday,9
Success,Bike,620,Wednesday,21
Canceled by Customer,Auto,265,Wednesday,14
Success,Auto,436,Friday,0
Driver Not Found,Prime SUV,807,Thursday,14
Success,Auto,574,Friday,18
Success,Mini,378,Wednesday,6
Canceled by Driver,Prime Sedan,927,Wednesday,18
Success,Mini,195,Monday,8
Success,Prime SUV,682,Monday,16
Success,Bike,450,Thursday,6
Success,Prime SUV,700,Wednesday,2
Success,Prime Plus,323,Sunday,20
Canceled by Driver,eBike,188,Sunday,13
Success,Prime Sedan,292,Saturday,17
Success,Prime Plus,461,Saturday,14
Canceled by Driver,eBike,1278,Saturday,18
Success,Prime Sedan,464,Saturday,18
Success,Prime Plus,231,Saturday,18
Driver Not Found,Auto,180,Monday,3
Driver Not Found,Auto,434,Sunday,7
Success,Prime Sedan,309,Thursday,9
Success,Prime SUV,359,Saturday,18
Success,Auto,685,Monday,19
Success,Auto,150,Sunday,12
Canceled by Driver,Prime Sedan,375,Monday,12
Success,Bike,483,Tuesday,12
Success,Auto,318,Friday,2
Success,Prime SUV,234,Monday,13
Success,Prime Plus,404,Sunday,7
Driver Not Found,Prime SUV,299,Saturday,3
Success,Prime SUV,854,Sunday,0
Success,Prime Sedan,398,Monday,1
Success,Bike,262,Saturday,6
Driver Not Found,Mini,2443,Thursday,21
Canceled by Customer,Auto,218,Thursday,9
Canceled by Driver,Bike,230,Friday,19
Canceled by Customer,eBike,1181,Tuesday,15
Canceled by Customer,Prime Sedan,367,Thursday,2
Success,Mini,401,Monday,0
Success,Prime Plus,106,Saturday,8
Canceled by Customer,Prime Sedan,462,Tuesday,19
Success,Bike,421,Thursday,16
Canceled by Driver,Auto,297,Monday,22
Success,Prime Plus,244,Monday,8
Success,Auto,241,Tuesday,9
Canceled by Driver,Mini,176,Friday,19
Success,Prime SUV,361,Monday,4
Success,Bike,217,Wednesday,16
Success,Mini,2337,Monday,9
Canceled by Driver,Mini,349,Friday,22
Success,eBike,684,Monday,9
Success,Auto,215,Friday,14
Success,Bike,996,Saturday,12
Success,Prime Plus,144,Tuesday,9
Canceled by Driver,Bike,156,Wednesday,13
Success,Auto,726,Wednesday,12
Success,eBike,243,Thursday,14
Driver Not Found,Mini,212,Wednesday,16
Success,Prime Sedan,444,Friday,6
Success,eBike,163,Friday,14
Success,Prime Plus,459,Monday,20
Canceled by Customer,Bike,503,Tuesday,10
Success,Mini,272,Thursday,21
Success,Prime Plus,417,Friday,15
Success,Prime SUV,350,Saturday,11
Success,Bike,141,Monday,11
Success,Auto,298,Friday,1
Success,Mini,962,Thursday,8
Canceled by Customer,Mini,451,Tuesday,13
Canceled by Driver,Mini,422,Tuesday,6
Success,Prime SUV,673,Sunday,18
Driver Not Found,Prime SUV,219,Tuesday,4
Success,Mini,572,Tuesday,9
Success,Prime Sedan,338,Saturday,16
Success,Mini,884,Sunday,12
Canceled by Driver,Mini,284,Monday,21
Canceled by Customer,Prime Plus,145,Thursday,23
Canceled by Driver,Bike,184,Saturday,10
Success,Bike,159,Wednesday,7
Success,Prime Sedan,606,Sunday,19
Canceled by Customer,Bike,405,Saturday,9
Success,Bike,124,Monday,16
Success,eBike,431,Monday,20
Canceled by Driver,Prime SUV,302,Friday,7
Canceled by Driver,eBike,999,Tuesday,23
Success,Prime Sedan,140,Tuesday,7
Canceled by Customer,Auto,290,Monday,6
Canceled by Customer,eBike,756,Thursday,11
Success,Prime SUV,1345,Thursday,7
Success,Auto,809,Wednesday,18
Canceled by Driver,eBike,838,Tuesday,22
Canceled by Customer,Bike,262,Saturday,17
Driver Not Found,Prime Plus,372,Monday,10
Success,Mini,199,Thursday,12
Success,Bike,1554,Saturday,22
Success,Prime SUV,623,Sunday,13
Canceled by Driver,Prime Plus,124,Tuesday,8
Canceled by Customer,Prime SUV,149,Monday,18
Success,Bike,825,Tuesday,9
Success,Mini,663,Wednesday,21
Driver Not Found,Prime Plus,397,Saturday,17
Driver Not Found,Prime Plus,414,Saturday,1
Canceled by Driver,Prime Plus,279,Tuesday,20
Success,Prime Plus,193,Tuesday,2
Canceled by Customer,eBike,948,Sunday,6
Canceled by Driver,Auto,434,Monday,2
Success,Prime SUV,113,Friday,5
Success,Mini,196,Tuesday,20
Success,Bike,2797,Friday,17
Success,Bike,500,Monday,23
Canceled by Customer,Mini,395,Sunday,1
Success,eBike,298,Wednesday,17
Success,Prime Sedan,336,Sunday,3
Driver Not Found,Prime Plus,336,Thursday,22
Canceled by Driver,eBike,456,Tuesday,12
Success,Bike,2528,Saturday,15
Canceled by Customer,eBike,930,Tuesday,7
Driver Not Found,Prime Sedan,438,Wednesday,16
Canceled by Driver,Auto,332,Monday,7
Success,Prime Sedan,108,Tuesday,13
Success,Prime SUV,1528,Sunday,0
Canceled by Customer,Prime SUV,782,Tuesday,1
Success,Prime SUV,2705,Monday,23
Canceled by Driver,Mini,662,Tuesday,9
Driver Not Found,Prime SUV,2286,Tuesday,9
Success,Prime SUV,209,Thursday,2
Success,eBike,182,Thursday,7
Canceled by Customer,eBike,2617,Wednesday,14
Success,eBike,189,Monday,18
Success,Prime SUV,210,Thursday,18
Driver Not Found,Prime Plus,178,Sunday,8
Success,Auto,129,Saturday,12
Success,eBike,415,Saturday,22
Success,Auto,137,Friday,10
Success,Prime Plus,264,Wednesday,22
Success,Auto,444,Wednesday,13
Success,eBike,346,Friday,20
Canceled by Driver,Prime SUV,495,Thursday,18
Success,Mini,894,Tuesday,21
Canceled by Customer,eBike,437,Thursday,7
Canceled by Customer,Auto,690,Monday,15
Canceled by Driver,Bike,155,Monday,10
Driver Not Found,Prime Sedan,308,Friday,18
Success,Mini,284,Tuesday,23
Canceled by Driver,Prime SUV,499,Tuesday,13
Success,eBike,281,Sunday,15
Success,Bike,182,Friday,9
Canceled by Customer,Prime Sedan,540,Wednesday,11
Success,eBike,456,Tuesday,20
Success,Auto,167,Tuesday,12
Success,Prime Plus,460,Monday,3
Success,Auto,162,Sunday,23
Success,eBike,2690,Friday,23
Success,Mini,330,Thursday,4
Success,Prime Plus,696,Sunday,11
Canceled by Driver,eBike,335,Tuesday,11
Driver Not Found,Mini,149,Wednesday,2
Success,eBike,102,Sunday,12
Driver Not Found,Bike,1908,Monday,16
Success,Prime Sedan,300,Saturday,4
Success,Prime Plus,606,Friday,17
Driver Not Found,Prime Plus,2990,Tuesday,7
Success,Prime SUV,387,Saturday,8
Success,eBike,151,Monday,4
Canceled by Driver,eBike,378,Monday,23
Success,Prime SUV,125,Friday,19
Canceled by Customer,Prime Plus,2002,Monday,18
Driver Not Found,Prime Plus,348,Thursday,3
Success,Mini,281,Sunday,9
Success,Bike,571,Tuesday,22
Canceled by Driver,eBike,337,Saturday,3
Success,Prime SUV,472,Thursday,0
Driver Not Found,eBike,189,Tuesday,5
Canceled by Customer,Prime Plus,119,Wednesday,18
Success,Mini,448,Saturday,8
Canceled by Customer,Prime SUV,655,Tuesday,8
Success,Prime SUV,213,Saturday,17
Canceled by Customer,Prime SUV,271,Friday,11
Success,Prime Sedan,157,Sunday,3
Success,Prime SUV,203,Saturday,16
Success,Prime Plus,496,Wednesday,4
Success,Auto,167,Tuesday,1
Success,Auto,973,Thursday,15
Success,Prime Sedan,343,Tuesday,15
Canceled by Driver,Bike,196,Tuesday,16
Canceled by Driver,Bike,139,Saturday,14
Success,Auto,102,Sunday,10
Success,Prime SUV,150,Saturday,13
Success,Prime Plus,433,Thursday,14
Success,eBike,1373,Wednesday,16
Canceled by Driver,Prime Plus,464,Saturday,2
Success,Prime SUV,281,Saturday,17
Success,Bike,353,Tuesday,4
Driver Not Found,Auto,380,Wednesday,4
Success,Mini,247,Friday,11
Success,Prime Sedan,473,Monday,7
Success,Bike,324,Tuesday,5
Canceled by Customer,Prime SUV,139,Friday,16
Success,Mini,355,Wednesday,3
Canceled by Driver,Mini,494,Sunday,11
Success,Bike,441,Tuesday,13
Success,Mini,468,Sunday,21
Success,Mini,2711,Wednesday,9
Success,Bike,211,Wednesday,18
Canceled by Customer,Prime SUV,694,Thursday,13
Success,Bike,163,Thursday,16
Success,Bike,313,Monday,17
Driver Not Found,Prime Plus,450,Saturday,14
Success,Prime Plus,449,Tuesday,2
Success,eBike,137,Saturday,23
Success,Auto,364,Sunday,8
Canceled by Customer,eBike,1234,Monday,3
Success,Auto,205,Sunday,17
Success,Prime Plus,1466,Monday,9
Success,Auto,422,Monday,11
Success,Auto,138,Tuesday,1
Success,Auto,328,Wednesday,16
Canceled by Driver,Prime SUV,183,Wednesday,14
Driver Not Found,Mini,292,Wednesday,1
Success,Prime Plus,178,Sunday,3
Canceled by Driver,eBike,466,Saturday,19
Success,Auto,688,Monday,0
Success,Prime Sedan,639,Thursday,16
Success,Prime Sedan,486,Tuesday,3
Success,Prime SUV,498,Sunday,15
Success,Auto,478,Tuesday,20
Canceled by Driver,Auto,178,Monday,18
Canceled by Customer,Prime Plus,126,Sunday,23
Success,Bike,501,Saturday,10
Success,Prime SUV,466,Thursday,21
Success,Mini,276,Saturday,10
Success,Mini,450,Saturday,19
Success,Mini,101,Tuesday,3
Canceled by Customer,eBike,145,Monday,12
Success,Auto,182,Sunday,22
Canceled by Driver,Auto,182,Saturday,15
Canceled by Customer,Bike,903,Wednesday,10
Success,Auto,206,Wednesday,20
Canceled by Customer,Mini,1011,Sunday,11
Canceled by Customer,Auto,229,Monday,15
Driver Not Found,Auto,444,Monday,8
Driver Not Found,Auto,468,Thursday,5
Success,Auto,486,Sunday,3
Success,Prime Plus,318,Sunday,19
Success,Bike,236,Wednesday,13
Success,Prime Plus,496,Monday,3
Success,Prime Plus,427,Thursday,19
Success,Prime SUV,440,Wednesday,7
Canceled by Driver,eBike,529,Tuesday,2
Canceled by Driver,eBike,135,Friday,9
Success,Mini,174,Sunday,4
Canceled by Driver,Prime Sedan,695,Sunday,19
Success,Auto,330,Friday,16
Success,Mini,495,Saturday,20
Canceled by Customer,Mini,317,Tuesday,15
Canceled by Customer,Prime SUV,984,Saturday,6
Canceled by Driver,Prime Sedan,307,Sunday,5
Success,Prime Sedan,2596,Tuesday,14
Canceled by Driver,Auto,442,Wednesday,12
Success,Prime Sedan,321,Wednesday,12
Success,Mini,352,Sunday,14
Success,Mini,361,Monday,18
Canceled by Driver,Bike,846,Saturday,20
Success,Prime Plus,339,Sunday,23
Driver Not Found,Prime SUV,880,Sunday,18
Success,Prime Plus,2634,Friday,14
Success,Auto,136,Tuesday,17
Success,Bike,2618,Wednesday,4
Success,eBike,499,Saturday,16
Success,eBike,237,Monday,8
Success,Mini,2334,Friday,18
Canceled by Driver,Bike,452,Tuesday,12
Driver Not Found,Prime SUV,1146,Wednesday,6
Driver Not Found,Prime Sedan,411,Saturday,14
Success,Auto,325,Tuesday,18
Canceled by Driver,Prime Sedan,346,Tuesday,17
Canceled by Driver,Prime SUV,141,Monday,16
Success,Bike,371,Wednesday,22
Driver Not Found,Prime SUV,957,Friday,6
Canceled by Driver,Bike,449,Thursday,9
Success,Prime SUV,2433,Tuesday,0
Success,Bike,674,Saturday,0
Success,Bike,120,Saturday,11
Success,Prime SUV,484,Tuesday,8
Success,Prime Plus,793,Wednesday,18
Canceled by Driver,Auto,147,Saturday,10
Success,eBike,224,Tuesday,17
Success,Bike,450,Sunday,19
Canceled by Driver,Prime SUV,300,Monday,17
Canceled by Driver,Prime SUV,244,Wednesday,7
Success,Mini,329,Sunday,1
Canceled by Driver,Prime SUV,271,Monday,3
Driver Not Found,Auto,203,Friday,23
Canceled by Driver,Prime SUV,699,Monday,3
Canceled by Customer,Prime Sedan,408,Friday,6
Success,Auto,488,Tuesday,11
Canceled by Driver,Bike,839,Saturday,17
Success,Bike,303,Saturday,1
Canceled by Driver,Prime Sedan,211,Thursday,12
Driver Not Found,Prime Sedan,132,Wednesday,10
Success,Auto,150,Friday,19
Success,Prime SUV,321,Tuesday,17
Success,Mini,349,Saturday,4
Success,eBike,141,Friday,5
Success,Prime Sedan,837,Monday,3
Success,Mini,2013,Monday,11
Success,Auto,510,Wednesday,4
Canceled by Customer,Prime Plus,176,Thursday,4
Success,Auto,196,Tuesday,23
Success,Prime Sedan,209,Tuesday,0
Canceled by Driver,Prime Plus,411,Thursday,22
Success,Bike,752,Monday,5
Success,Auto,767,Sunday,7
Success,eBike,203,Wednesday,15
Canceled by Driver,Auto,363,Sunday,8
Success,Prime SUV,113,Tuesday,20
Canceled by Driver,eBike,448,Monday,22
Success,Bike,169,Tuesday,8
Canceled by Driver,Bike,188,Tuesday,12
Driver Not Found,Auto,233,Wednesday,8
Success,Prime Sedan,121,Thursday,10
Success,Bike,297,Wednesday,2
Canceled by Driver,Bike,1074,Thursday,20
Success,Prime Sedan,488,Thursday,0
Success,Prime Sedan,170,Saturday,20
Success,Prime Plus,503,Friday,23
Canceled by Driver,Prime Plus,943,Friday,2
Canceled by Driver,Prime SUV,253,Monday,2
Success,Prime Plus,368,Monday,1
Success,Bike,466,Sunday,5
Success,Auto,473,Friday,0
Success,eBike,341,Monday,9
Success,Prime Sedan,359,Tuesday,15
Success,Prime Sedan,518,Monday,17
Canceled by Customer,Mini,324,Wednesday,1
Success,eBike,345,Tuesday,8
Success,Prime Plus,153,Monday,11
Success,Auto,2509,Friday,10
Canceled by Customer,Prime Plus,137,Tuesday,20
Success,Bike,343,Thursday,12
Success,eBike,1049,Wednesday,9
Success,Mini,212,Monday,2
Canceled by Driver,Prime Plus,366,Tuesday,10
Canceled by Driver,eBike,170,Tuesday,3
Success,Prime Plus,457,Thursday,16
Success,Prime Sedan,401,Wednesday,2
Success,Prime Plus,2333,Sunday,5
Canceled by Driver,Prime SUV,902,Monday,10
Success,Prime Plus,227,Tuesday,4
Canceled by Driver,Mini,376,Wednesday,4
Success,Prime SUV,495,Tuesday,13
Success,Prime Plus,789,Saturday,17
Canceled by Customer,Mini,175,Monday,4
Canceled by Customer,Prime Plus,481,Sunday,7
Driver Not Found,Prime Sedan,273,Friday,0
Success,Prime SUV,213,Thursday,9
Canceled by Customer,Auto,1337,Friday,22
Success,Prime Sedan,205,Friday,6
Success,Prime SUV,115,Wednesday,19
Driver Not Found,Bike,346,Thursday,1
Success,Prime Plus,376,Monday,20
Success,eBike,117,Sunday,1
Success,Prime SUV,1878,Saturday,7
Success,Mini,440,Thursday,19
Canceled by Driver,Auto,135,Wednesday,4
Success,Prime Plus,314,Saturday,9
Success,Prime Sedan,243,Monday,12
Success,Mini,476,Tuesday,3
Canceled by Driver,Prime Plus,329,Thursday,9
Success,Prime Plus,393,Friday,12
Success,Prime SUV,333,Wednesday,22
Success,Prime SUV,340,Monday,11
Driver Not Found,Prime SUV,471,Friday,12
Success,eBike,182,Monday,22
Success,eBike,260,Wednesday,0
Success,Bike,2074,Monday,2
Success,Prime Sedan,552,Monday,15
Canceled by Driver,Auto,1832,Tuesday,21
Success,Prime Sedan,237,Tuesday,6
Success,Bike,312,Tuesday,23
Canceled by Driver,Prime Plus,114,Sunday,16
Success,Bike,265,Thursday,11
Success,Mini,525,Tuesday,0
Success,Auto,493,Monday,0
Success,Prime SUV,441,Tuesday,6
Success,Prime Sedan,760,Friday,16
Success,Prime Plus,166,Saturday,5
Success,Prime Sedan,149,Tuesday,9
Success,Prime SUV,138,Friday,3
Success,Auto,211,Thursday,13
Success,Auto,473,Friday,8
Canceled by Customer,Prime SUV,162,Monday,5
Success,Bike,967,Monday,10
Success,Bike,344,Saturday,10
Canceled by Customer,Auto,387,Saturday,15
Success,Bike,662,Sunday,4
Success,Bike,370,Thursday,8
Canceled by Driver,Auto,333,Thursday,15
