Vehicle Type,Booking Value,Ride Distance,Avg VTAT,Avg CTAT,Driver Ratings,Customer Rating,Payment Method
Bike,681.0,47.65,5.4,40.4,4.2,4.1,UPI
Premier Sedan,492.0,35.0,14.3,26.7,4.6,4.3,UPI
Auto,1129.0,45.19,7.9,28.8,4.3,4.6,Credit Card
Go Mini,241.0,12.96,2.6,27.7,4.6,4.6,Cash
Go Mini,164.0,8.64,4.6,38.3,4.9,4.2,UPI
Premier Sedan,53.0,2.14,14.9,34.5,4.3,4.7,Debit Card
Premier Sedan,438.0,2.52,5.5,16.2,4.6,4.9,Debit Card
Premier Sedan,170.0,45.91,13.6,35.1,3.7,4.5,UPI
Auto,56.0,12.97,4.8,17.1,4.3,4.2,Debit Card
Auto,276.0,35.68,8.2,27.8,4.3,4.3,UPI
eBike,1317.0,12.72,8.4,29.6,3.0,4.4,UPI
Go Mini,342.0,9.76,9.4,25.6,4.9,4.6,UPI
Go Mini,154.0,46.63,6.9,37.9,3.7,4.8,Uber Wallet
Auto,413.0,43.17,2.6,15.8,3.8,4.2,Credit Card
Auto,199.0,4.79,10.2,38.1,3.8,4.7,UPI
Bike,208.0,48.99,10.7,19.9,4.3,4.1,UPI
Go Sedan,1327.0,35.5,11.4,15.4,4.3,5.0,Cash
Go Mini,266.0,47.14,8.3,29.8,4.7,4.3,UPI
Premier Sedan,837.0,30.78,7.1,39.0,4.2,4.7,Debit Card
Auto,784.0,3.32,10.1,33.7,4.3,3.2,UPI
Bike,736.0,40.27,12.5,44.1,4.2,4.0,UPI
Bike,98.0,48.41,6.9,24.6,4.5,4.7,Credit Card
Auto,361.0,40.12,9.9,39.8,4.5,4.5,Uber Wallet
Premier Sedan,82.0,2.2,13.2,35.2,4.9,3.3,UPI
Bike,364.0,33.53,10.7,42.0,4.5,4.1,Credit Card
Auto,453.0,29.99,10.5,42.9,4.5,4.3,UPI
Auto,522.0,37.96,11.6,35.8,3.5,4.6,Cash
Bike,758.0,11.89,10.1,38.6,4.2,4.3,Uber Wallet
Go Mini,562.0,22.23,11.4,43.2,4.2,3.9,UPI
Go Sedan,679.0,12.21,3.7,33.2,4.4,4.6,Cash
Auto,727.0,32.39,11.4,24.3,4.6,4.5,Cash
Auto,1029.0,31.11,3.9,38.3,3.4,4.6,Credit Card
Go Sedan,2488.0,21.54,9.7,25.8,4.5,4.7,Uber Wallet
Auto,1505.0,23.86,2.1,32.7,4.1,3.7,Cash
Uber XL,394.0,6.41,6.2,42.7,4.8,3.6,UPI
Go Sedan,383.0,10.01,9.5,18.1,4.5,4.5,Cash
Premier Sedan,598.0,25.95,11.0,39.7,3.8,4.3,UPI
Auto,866.0,46.71,14.2,17.1,4.6,5.0,Credit Card
Go Sedan,400.0,33.56,5.7,17.8,3.8,4.8,Cash
Auto,828.0,4.5,10.1,34.6,4.1,4.3,Cash
Auto,499.0,16.09,3.4,20.1,4.3,4.3,UPI
Go Mini,471.0,27.31,10.1,18.1,4.2,4.9,UPI
Go Mini,1324.0,16.3,12.4,20.4,3.8,4.9,Uber Wallet
Bike,425.0,17.69,13.5,34.4,4.2,4.2,UPI
eBike,244.0,14.99,5.2,25.4,3.8,4.3,Uber Wallet
Go Mini,2008.0,33.98,12.5,44.1,4.2,4.2,UPI
eBike,549.0,29.67,3.0,41.2,4.1,4.1,UPI
Go Sedan,617.0,8.52,13.9,19.5,4.3,4.8,Uber Wallet
Go Mini,316.0,32.32,11.5,16.5,5.0,4.5,UPI
Go Mini,79.0,48.29,11.3,22.0,4.9,4.9,Credit Card
Go Sedan,349.0,34.99,4.2,40.0,4.2,4.2,Credit Card
Auto,526.0,13.08,7.9,38.6,4.3,5.0,Uber Wallet
Auto,55.0,33.85,8.1,29.4,3.8,4.9,Cash
Bike,427.0,31.91,14.1,27.8,4.8,4.2,UPI
Go Mini,414.0,30.48,9.5,15.6,4.3,5.0,Uber Wallet
Go Sedan,990.0,6.96,5.5,34.1,3.3,4.2,Cash
Bike,634.0,41.96,4.5,25.6,4.2,4.3,UPI
Auto,323.0,21.43,9.1,31.8,4.3,4.3,Debit Card
Premier Sedan,377.0,27.31,10.7,24.6,4.5,4.3,Cash
Uber XL,147.0,34.43,5.3,31.7,4.2,5.0,Cash
Bike,219.0,38.89,9.3,33.0,4.2,4.3,Debit Card
Auto,597.0,42.36,8.2,31.6,4.8,4.7,Cash
Go Sedan,240.0,22.14,5.1,41.0,3.9,4.0,UPI
Go Mini,402.0,37.61,3.6,19.5,4.3,5.0,Cash
Premier Sedan,154.0,36.05,4.3,27.3,3.7,3.6,Cash
Auto,752.0,21.96,5.5,35.2,4.3,4.8,Cash
Auto,847.0,34.13,14.2,44.0,4.5,4.4,Uber Wallet
Auto,924.0,48.87,9.5,40.6,4.3,4.8,UPI
Auto,406.0,47.76,14.8,17.9,4.6,4.7,Cash
Go Mini,410.0,29.09,11.1,31.4,4.6,3.1,Cash
Auto,436.0,4.55,10.8,20.0,4.3,3.1,UPI
Go Sedan,85.0,15.19,10.9,44.2,3.3,4.3,UPI
Auto,69.0,12.8,14.2,32.4,4.4,5.0,Uber Wallet
eBike,819.0,15.09,9.9,43.3,3.7,4.6,UPI
Bike,439.0,35.48,3.5,24.0,4.3,4.2,Uber Wallet
Auto,311.0,23.97,12.4,38.9,4.7,4.3,Cash
Go Sedan,940.0,41.83,12.4,25.5,4.4,4.6,UPI
Go Sedan,179.0,3.18,14.4,25.1,3.9,3.7,UPI
Auto,692.0,17.98,7.9,27.3,4.2,3.8,UPI
Go Sedan,430.0,25.54,12.4,28.8,4.9,4.6,UPI
Go Sedan,727.0,30.41,14.9,44.9,4.1,4.6,Credit Card
Premier Sedan,754.0,3.58,9.6,15.6,4.5,4.6,Uber Wallet
Premier Sedan,757.0,36.78,13.2,26.2,4.2,4.4,Credit Card
Auto,905.0,37.83,14.4,15.5,3.9,4.4,UPI
Premier Sedan,230.0,20.45,4.5,32.6,4.3,4.2,Cash
Premier Sedan,1222.0,35.4,4.7,43.3,4.5,4.8,Credit Card
Premier Sedan,349.0,24.7,2.2,16.0,3.2,4.8,Credit Card
Auto,792.0,22.64,6.0,21.8,4.4,4.7,UPI
eBike,630.0,47.2,6.8,39.2,4.4,4.9,Cash
Go Sedan,436.0,11.5,12.0,41.5,4.2,4.9,Credit Card
Auto,952.0,11.95,4.1,42.7,4.2,4.8,Cash
Auto,1170.0,43.65,3.4,33.0,4.2,5.0,Cash
Premier Sedan,303.0,39.46,14.1,36.2,4.5,4.9,Cash
Auto,776.0,46.21,11.8,27.9,4.0,4.2,Uber Wallet
Go Sedan,433.0,23.11,2.5,25.1,3.2,4.8,Cash
Go Mini,1438.0,39.38,6.3,29.7,4.3,3.1,UPI
Bike,158.0,7.33,8.0,15.2,4.2,5.0,Cash
Auto,326.0,46.33,5.4,20.1,3.2,4.2,UPI
Premier Sedan,1241.0,16.48,5.7,41.3,4.6,4.1,Cash
Auto,328.0,3.43,8.9,40.6,3.9,4.8,Cash
Go Mini,954.0,48.68,14.8,33.3,4.6,4.5,UPI
Auto,203.0,43.83,3.1,43.6,4.6,4.3,UPI
Premier Sedan,268.0,25.21,3.5,26.8,4.6,4.0,Uber Wallet
eBike,179.0,4.83,8.1,15.6,3.9,4.2,UPI
eBike,292.0,47.0,4.2,31.9,4.2,4.3,Cash
Bike,439.0,37.41,7.9,41.9,4.6,4.8,Uber Wallet
Premier Sedan,239.0,33.14,14.6,39.9,4.3,4.2,Uber Wallet
Go Sedan,1072.0,31.12,13.0,35.6,4.2,5.0,Cash
Bike,921.0,44.72,3.9,38.0,4.6,4.9,UPI
Auto,139.0,2.82,2.4,22.4,4.2,4.6,Debit Card
Auto,134.0,10.17,14.1,27.2,3.5,4.9,Credit Card
Premier Sedan,463.0,45.79,11.2,19.5,4.3,4.9,UPI
Go Sedan,424.0,47.62,14.0,15.4,5.0,4.9,UPI
Go Sedan,499.0,23.66,14.8,28.1,4.1,4.1,Uber Wallet
Bike,456.0,2.84,2.2,41.9,3.9,4.5,UPI
Auto,811.0,44.32,2.6,44.5,4.3,5.0,Cash
Auto,117.0,2.73,5.1,34.9,3.6,4.4,UPI
Premier Sedan,385.0,11.13,7.1,42.5,4.2,3.7,UPI
Auto,264.0,10.47,3.6,34.5,4.6,3.3,Cash
Bike,3009.0,15.32,13.6,43.9,4.7,4.1,UPI
Auto,469.0,33.44,14.0,16.0,4.5,4.0,Credit Card
Premier Sedan,412.0,37.56,12.6,20.9,4.1,4.0,Debit Card
Go Sedan,440.0,49.22,12.0,43.1,4.3,4.1,UPI
Go Mini,126.0,15.58,5.4,30.3,4.2,4.2,UPI
Go Sedan,355.0,48.43,11.9,44.1,4.2,3.3,UPI
Premier Sedan,959.0,32.18,11.8,32.5,4.7,4.7,UPI
Bike,218.0,18.08,9.0,27.7,4.1,3.7,Cash
Go Mini,118.0,16.79,10.1,25.6,4.6,4.7,Cash
Uber XL,1372.0,21.64,11.3,31.6,4.9,4.1,Cash
eBike,560.0,48.61,11.5,22.5,4.2,4.6,UPI
eBike,276.0,49.26,8.1,32.8,3.2,4.9,Cash
Go Sedan,367.0,35.35,13.8,29.6,4.6,4.2,UPI
Go Sedan,943.0,49.67,6.1,27.5,4.9,4.8,Uber Wallet
Go Mini,977.0,23.15,13.2,37.0,4.3,4.2,Uber Wallet
Premier Sedan,389.0,20.68,11.7,22.9,4.3,4.3,Credit Card
Premier Sedan,397.0,14.51,5.2,18.8,4.9,5.0,UPI
Bike,264.0,22.39,8.8,17.5,4.1,4.4,Uber Wallet
Go Sedan,2372.0,36.22,12.7,21.1,3.8,4.8,Uber Wallet
Auto,210.0,33.25,4.7,39.1,3.6,4.5,UPI
Bike,1346.0,27.75,13.3,22.0,3.7,4.2,UPI
Go Mini,188.0,44.84,7.0,28.2,4.9,3.9,Cash
Auto,1245.0,49.34,3.3,40.9,4.2,4.3,UPI
Auto,643.0,26.28,2.2,23.3,5.0,3.6,Credit Card
Go Sedan,292.0,45.93,7.1,37.8,3.4,4.7,UPI
Auto,521.0,17.01,5.1,33.4,4.7,3.9,Credit Card
Premier Sedan,327.0,37.9,4.4,33.1,4.3,4.7,UPI
Go Sedan,785.0,35.9,11.7,24.3,4.0,4.3,Cash
Auto,164.0,37.65,2.5,19.9,3.3,4.2,UPI
Bike,381.0,46.61,6.8,19.8,4.3,4.6,Uber Wallet
Go Mini,1010.0,14.76,15.0,30.9,3.8,4.7,Credit Card
Auto,1038.0,3.36,11.2,17.7,4.6,4.6,Cash
Go Sedan,416.0,46.98,12.9,35.1,4.6,4.3,UPI
Bike,977.0,19.45,10.0,41.7,4.3,4.7,UPI
Go Mini,264.0,25.75,4.8,22.7,4.9,4.6,UPI
Premier Sedan,999.0,22.71,4.9,44.1,4.7,4.6,UPI
Go Sedan,910.0,43.8,7.7,18.4,4.4,4.5,UPI
Auto,502.0,45.62,11.1,38.2,4.5,4.8,UPI
Go Mini,350.0,27.6,9.7,24.1,4.6,4.5,Cash
Premier Sedan,1181.0,13.82,12.5,15.7,4.6,4.2,UPI
Go Mini,956.0,47.47,8.1,21.8,3.8,4.4,UPI
Premier Sedan,93.0,11.5,7.4,31.2,3.7,5.0,Uber Wallet
Premier Sedan,218.0,39.36,9.7,21.8,4.2,4.9,UPI
eBike,447.0,46.92,12.6,21.0,3.9,4.6,UPI
Premier Sedan,86.0,5.44,8.0,37.9,4.2,3.3,Uber Wallet
Auto,163.0,19.89,7.5,21.2,3.8,4.2,Cash
Go Sedan,238.0,18.27,2.4,25.4,4.9,4.6,UPI
Bike,220.0,38.33,3.4,20.3,4.1,4.4,Cash
Go Sedan,130.0,34.04,2.6,33.7,3.3,4.5,Debit Card
Go Mini,121.0,19.48,10.8,37.8,4.1,5.0,UPI
Bike,93.0,37.49,3.0,20.4,3.8,4.9,UPI
Bike,535.0,10.47,6.1,36.5,3.8,4.3,UPI
Auto,416.0,2.14,3.8,15.9,5.0,4.3,UPI
Auto,1444.0,17.97,5.6,41.1,4.2,3.8,Cash
Go Mini,1247.0,13.65,13.5,41.6,4.9,4.9,UPI
Premier Sedan,436.0,16.42,12.2,38.4,3.4,4.0,Debit Card
Auto,841.0,26.99,6.2,25.6,4.2,4.9,Debit Card
Go Sedan,71.0,3.51,14.3,26.4,4.2,3.9,Debit Card
Go Sedan,916.0,35.84,10.3,37.5,3.1,3.8,Debit Card
Bike,190.0,21.69,12.5,18.3,4.2,4.2,Cash
Go Sedan,975.0,27.53,13.5,20.4,4.3,4.9,UPI
Auto,527.0,8.95,10.1,33.6,4.5,4.3,UPI
Auto,306.0,12.03,9.9,43.9,4.2,4.7,Cash
Auto,166.0,3.24,3.9,29.0,4.3,5.0,UPI
Go Sedan,267.0,4.13,9.2,30.3,4.2,4.7,Uber Wallet
Auto,545.0,44.68,8.2,25.7,4.3,5.0,UPI
Auto,1207.0,3.69,7.3,32.2,4.5,4.6,Cash
Auto,900.0,5.63,2.7,25.2,3.4,4.6,Debit Card
Go Sedan,764.0,9.57,4.8,22.2,4.7,4.4,Cash
Bike,51.0,4.63,10.9,15.0,4.4,3.8,Cash
Premier Sedan,176.0,30.2,14.1,36.9,4.3,4.7,Uber Wallet
Auto,1020.0,24.85,4.6,23.6,3.7,4.8,Cash
Premier Sedan,207.0,36.52,3.8,27.5,3.7,4.2,Uber Wallet
Go Mini,353.0,6.39,3.5,35.1,3.7,4.3,Uber Wallet
Bike,527.0,45.71,4.9,22.3,4.4,4.6,Debit Card
Bike,283.0,13.07,13.3,37.0,4.3,3.2,Cash
Bike,479.0,45.11,2.6,21.0,4.2,3.9,Uber Wallet
Go Sedan,860.0,9.79,10.1,34.9,4.8,4.9,UPI
Auto,535.0,16.11,9.3,21.5,4.3,5.0,Cash
Go Sedan,661.0,10.86,13.4,32.5,4.6,3.2,UPI
Auto,285.0,49.96,9.1,31.2,4.7,4.2,UPI
Go Sedan,283.0,11.28,14.5,22.8,5.0,4.1,UPI
Go Sedan,814.0,9.66,8.6,17.9,3.8,4.2,UPI
Auto,200.0,49.97,8.9,18.6,4.3,4.4,UPI
Go Sedan,364.0,27.04,8.2,30.0,3.5,4.6,Credit Card
Auto,1798.0,26.03,8.2,43.8,4.1,4.7,UPI
Go Mini,659.0,33.06,7.2,35.4,3.9,4.3,UPI
Go Mini,489.0,32.26,8.6,27.4,4.7,4.6,UPI
Bike,217.0,4.89,5.5,44.4,4.4,4.6,Cash
Bike,852.0,36.78,4.6,26.9,4.9,5.0,Debit Card
Premier Sedan,443.0,38.35,12.6,30.7,3.6,4.4,Cash
Auto,872.0,39.59,5.2,33.3,4.1,3.7,Credit Card
eBike,170.0,32.44,8.5,36.3,4.2,4.4,Uber Wallet
Bike,442.0,21.17,7.3,44.1,4.7,4.9,Cash
Go Mini,587.0,3.64,10.1,17.8,4.1,4.2,UPI
Auto,325.0,35.4,5.4,18.2,3.7,4.2,Uber Wallet
Auto,457.0,34.12,5.3,29.7,4.4,4.7,Credit Card
Auto,57.0,27.98,10.1,32.2,4.6,4.0,UPI
Go Mini,598.0,16.25,2.5,22.4,4.3,4.1,Cash
Bike,147.0,41.0,4.0,35.3,4.0,4.2,Credit Card
Auto,274.0,36.49,5.5,18.5,4.3,4.3,UPI
Go Mini,555.0,24.09,8.8,31.7,4.2,4.4,Cash
Go Mini,601.0,16.43,9.5,22.5,3.4,4.7,UPI
Go Mini,2023.0,32.78,3.4,36.7,4.2,4.5,UPI
Auto,110.0,39.58,14.7,29.3,4.5,5.0,Uber Wallet
Go Sedan,81.0,41.47,10.6,20.4,4.5,3.2,Debit Card
Premier Sedan,292.0,31.82,2.4,42.8,4.6,4.3,UPI
Premier Sedan,82.0,41.51,12.4,25.9,4.9,4.3,Uber Wallet
Bike,65.0,33.31,11.6,44.9,4.2,4.8,Uber Wallet
Go Sedan,725.0,40.78,11.7,24.5,4.1,4.7,UPI
Go Mini,674.0,33.21,11.9,19.3,4.7,4.4,Cash
Go Mini,185.0,38.74,12.1,35.0,4.0,4.3,UPI
Auto,396.0,24.12,4.3,33.5,4.2,4.3,Uber Wallet
Premier Sedan,82.0,3.97,7.0,31.1,4.5,4.7,UPI
Go Sedan,77.0,20.11,12.7,30.1,3.9,4.2,Cash
Auto,85.0,45.47,4.8,29.1,4.6,4.9,Uber Wallet
eBike,496.0,11.36,2.1,38.1,4.6,4.2,UPI
Go Mini,762.0,18.45,10.2,31.0,4.3,4.6,Cash
Bike,1085.0,31.97,13.5,42.7,4.4,4.6,Uber Wallet
Uber XL,219.0,11.03,6.7,15.4,3.7,4.2,UPI
Bike,524.0,19.05,11.7,19.0,4.2,3.0,UPI
eBike,428.0,33.9,11.9,41.9,4.5,4.6,UPI
Go Mini,189.0,12.27,3.1,40.9,3.4,4.6,Cash
Go Sedan,195.0,38.06,12.5,41.4,4.4,4.6,Cash
Go Mini,424.0,43.37,2.8,20.3,4.3,4.5,Debit Card
Uber XL,69.0,27.53,12.8,22.5,4.3,4.7,Cash
Auto,710.0,44.59,13.7,30.4,4.5,4.8,Cash
Bike,277.0,32.91,4.5,22.6,4.5,4.5,UPI
Uber XL,894.0,49.06,9.7,19.7,4.7,4.2,UPI
Bike,423.0,2.96,12.2,44.5,5.0,3.6,Cash
Go Sedan,506.0,5.3,8.1,26.9,4.3,4.9,Debit Card
Premier Sedan,448.0,43.79,15.0,38.5,4.6,3.9,UPI
Auto,190.0,3.21,8.3,42.4,4.2,4.7,Uber Wallet
Bike,956.0,32.4,9.6,23.0,4.2,3.2,Cash
Go Sedan,179.0,28.28,11.7,43.1,4.7,4.9,Cash
Go Mini,398.0,23.87,13.5,16.2,4.8,4.2,Credit Card
Go Mini,302.0,46.25,2.9,36.9,3.6,4.6,UPI
Auto,723.0,11.29,13.8,18.5,3.9,4.9,Cash
Go Sedan,722.0,16.4,13.6,15.8,4.2,3.9,Cash
Auto,199.0,30.35,12.0,36.4,4.6,4.2,Cash
Bike,299.0,18.52,3.6,30.9,3.9,4.9,UPI
Premier Sedan,486.0,37.41,5.1,27.5,4.5,4.2,Credit Card
Go Sedan,928.0,46.99,8.4,41.0,4.6,4.4,Uber Wallet
Premier Sedan,779.0,3.7,12.0,42.3,4.2,4.3,UPI
Auto,186.0,22.39,5.0,44.1,4.2,4.6,Uber Wallet
Auto,552.0,22.57,8.1,24.3,4.3,4.0,Uber Wallet
Auto,433.0,42.42,13.2,27.0,4.8,4.3,Cash
eBike,990.0,29.84,12.9,22.5,4.2,4.6,UPI
Auto,587.0,44.56,2.7,16.2,4.4,3.9,Cash
Bike,412.0,17.14,3.8,15.6,4.4,4.9,Cash
Auto,194.0,20.7,10.8,24.1,3.0,3.4,UPI
Premier Sedan,169.0,41.19,13.0,42.2,4.2,3.8,UPI
Premier Sedan,1275.0,8.67,14.2,27.1,4.3,4.9,UPI
eBike,706.0,33.94,3.5,26.7,3.9,5.0,Debit Card
Bike,612.0,38.19,7.6,17.3,4.9,4.7,UPI
eBike,741.0,41.18,9.5,17.9,3.7,4.5,UPI
Go Sedan,162.0,6.43,6.7,33.3,4.1,4.1,UPI
Auto,786.0,37.53,12.2,19.2,4.1,4.4,UPI
Auto,212.0,46.8,2.5,17.3,4.6,4.2,Uber Wallet
Go Mini,370.0,7.0,13.9,34.1,3.3,4.9,UPI
Go Mini,174.0,36.27,12.5,37.9,4.1,4.8,UPI
Auto,343.0,35.7,8.8,23.3,3.3,4.1,Credit Card
Go Mini,339.0,3.09,8.1,36.6,4.2,4.3,Credit Card
Auto,2206.0,22.77,8.8,33.8,4.0,4.7,Debit Card
eBike,158.0,5.15,7.9,42.8,3.6,4.6,Debit Card
Go Sedan,277.0,11.84,5.6,25.1,4.2,4.3,Debit Card
Bike,137.0,35.36,2.3,43.4,4.2,4.5,Cash
Uber XL,840.0,29.41,2.5,32.3,4.2,4.5,Uber Wallet
Bike,909.0,26.07,5.2,39.5,4.4,4.9,Uber Wallet
Auto,101.0,28.3,13.1,42.3,4.3,4.4,Credit Card
Go Mini,348.0,29.64,5.0,40.7,4.3,3.9,Debit Card
Go Sedan,506.0,11.3,5.3,39.0,3.4,4.3,Debit Card
Bike,233.0,27.99,13.2,23.5,4.3,3.9,UPI
Go Mini,442.0,48.56,9.7,43.1,3.9,4.2,Debit Card
Go Sedan,127.0,29.61,4.7,34.8,4.4,4.9,Cash
Premier Sedan,209.0,48.11,11.1,17.8,3.2,4.3,Credit Card
Auto,785.0,43.58,7.5,25.7,4.5,4.6,Credit Card
Premier Sedan,211.0,43.16,11.7,34.7,3.2,4.6,Uber Wallet
Uber XL,163.0,19.79,12.5,24.0,4.4,4.2,Credit Card
Go Mini,528.0,6.9,12.5,20.4,4.2,4.4,Cash
Go Sedan,270.0,31.34,14.2,16.9,4.4,4.9,Cash
Auto,272.0,42.83,7.2,20.3,4.1,4.6,UPI
Auto,322.0,31.27,9.2,25.0,4.3,3.0,Cash
Go Sedan,69.0,41.28,5.3,27.7,4.9,5.0,Debit Card
Go Mini,1535.0,25.53,3.5,37.3,3.7,5.0,Debit Card
Go Mini,677.0,38.6,12.2,36.4,4.2,3.8,UPI
Premier Sedan,521.0,7.9,7.6,32.4,4.0,4.9,UPI
Go Mini,509.0,47.82,6.9,27.9,4.3,3.1,UPI
Premier Sedan,638.0,28.59,7.7,33.0,4.2,4.1,Credit Card
Go Mini,206.0,6.6,9.0,29.9,4.7,3.8,UPI
Auto,518.0,15.19,3.5,29.6,4.4,4.2,UPI
Go Mini,414.0,41.98,11.7,28.1,3.8,4.1,Credit Card
Premier Sedan,206.0,25.22,2.7,21.6,4.6,4.3,UPI
Premier Sedan,215.0,40.16,10.9,24.8,4.1,4.0,UPI
Bike,429.0,37.39,13.6,24.8,4.1,4.6,Cash
Auto,188.0,12.0,8.7,37.7,3.2,4.6,UPI
Premier Sedan,470.0,32.54,8.9,41.0,4.3,4.7,Credit Card
Go Sedan,1517.0,12.56,14.7,29.0,4.8,4.7,Credit Card
Auto,243.0,47.18,7.2,39.6,4.3,4.4,Cash
Go Sedan,974.0,26.52,10.3,33.0,4.5,4.0,Cash
Bike,664.0,10.9,7.5,15.3,4.5,3.9,UPI
Premier Sedan,94.0,29.64,11.3,37.0,4.9,4.4,Uber Wallet
Go Sedan,643.0,36.25,14.6,40.6,4.2,4.8,UPI
Premier Sedan,303.0,15.97,6.8,19.8,4.1,3.8,UPI
Go Mini,107.0,17.67,4.2,44.6,4.1,4.6,UPI
Bike,995.0,3.44,3.3,44.4,4.4,4.9,UPI
Bike,56.0,17.39,5.8,34.6,5.0,4.9,Uber Wallet
Go Mini,218.0,36.6,13.5,34.8,4.2,4.3,UPI
Bike,250.0,19.7,3.5,16.1,4.6,4.5,Credit Card
Go Sedan,837.0,29.09,12.2,34.1,4.3,5.0,Cash
eBike,383.0,27.77,8.3,41.9,3.6,4.9,Uber Wallet
Bike,568.0,36.08,12.9,43.6,4.7,3.8,Cash
Auto,413.0,18.27,5.8,41.0,3.7,4.5,Cash
Go Sedan,395.0,18.6,14.4,43.0,3.4,4.3,Cash
Go Mini,82.0,5.05,14.7,33.4,3.4,4.8,UPI
Bike,612.0,38.52,11.2,31.6,3.4,5.0,Cash
Auto,107.0,21.68,10.5,33.9,4.3,4.9,UPI
Go Mini,658.0,38.73,4.8,34.7,3.6,5.0,Debit Card
Go Sedan,487.0,36.36,7.2,17.7,3.2,4.1,Cash
Go Mini,456.0,23.6,10.9,31.6,4.3,4.5,UPI
Premier Sedan,126.0,22.36,2.7,28.5,3.2,4.1,Credit Card
Premier Sedan,920.0,16.1,10.3,17.7,3.3,4.9,Uber Wallet
Go Mini,572.0,42.61,8.9,42.8,4.5,4.3,UPI
Go Sedan,201.0,5.29,11.2,44.1,4.7,4.3,Cash
Go Sedan,269.0,10.03,5.0,20.1,3.2,4.0,Credit Card
Auto,779.0,10.35,8.6,22.7,4.5,3.1,Credit Card
Bike,1979.0,13.79,15.0,19.9,4.2,4.2,Uber Wallet
Auto,428.0,5.72,14.2,35.3,4.3,4.9,UPI
Go Mini,489.0,3.71,6.3,29.4,4.3,4.7,Uber Wallet
Go Sedan,974.0,22.3,10.6,28.2,3.8,4.0,UPI
Go Sedan,442.0,44.17,2.9,21.2,3.3,4.9,UPI
Go Sedan,242.0,34.07,13.3,24.2,3.1,4.4,Cash
Go Mini,94.0,44.86,2.5,41.4,4.7,4.6,Cash
Premier Sedan,659.0,10.52,4.0,32.2,5.0,3.9,UPI
Go Sedan,761.0,18.1,6.6,15.2,4.4,5.0,UPI
Go Mini,556.0,16.9,10.5,19.0,3.7,4.6,Cash
Premier Sedan,516.0,47.98,10.1,18.1,4.2,4.8,Uber Wallet
Bike,90.0,32.75,9.0,33.1,3.2,4.2,Uber Wallet
Auto,317.0,17.8,14.5,34.0,3.6,4.8,UPI
Premier Sedan,195.0,28.69,4.8,35.3,3.9,4.3,UPI
Bike,577.0,46.45,10.3,41.0,4.2,4.6,UPI
Auto,405.0,23.86,4.1,33.5,4.1,4.9,Cash
eBike,234.0,13.6,7.3,26.3,4.2,4.3,UPI
Go Mini,141.0,49.7,3.6,24.9,3.7,4.4,UPI
Auto,181.0,11.17,4.0,20.0,4.3,4.9,UPI
Go Sedan,846.0,45.02,11.5,18.6,3.9,4.1,UPI
Go Mini,476.0,15.59,2.0,33.3,4.4,4.9,UPI
Go Mini,647.0,9.22,2.7,20.9,4.2,4.5,Credit Card
Go Mini,764.0,26.52,3.7,40.4,3.3,3.5,UPI
Go Mini,904.0,3.27,7.8,42.6,4.1,4.6,UPI
Go Sedan,2008.0,29.17,14.4,19.6,4.2,5.0,UPI
Bike,428.0,5.49,5.6,26.8,4.7,4.4,Cash
Auto,184.0,8.84,6.1,33.9,4.8,4.5,Cash
Bike,868.0,17.6,11.1,32.2,4.9,3.8,UPI
Bike,259.0,30.48,13.4,21.8,3.6,4.4,Cash
Auto,170.0,13.7,3.5,42.7,4.0,4.2,UPI
Bike,370.0,32.99,12.8,33.6,4.5,4.5,Cash
Bike,457.0,3.44,12.9,34.4,4.7,3.2,Debit Card
Uber XL,321.0,34.03,13.7,20.8,4.2,4.2,UPI
Auto,731.0,13.96,9.4,21.8,4.4,4.4,Cash
Go Mini,538.0,22.8,6.7,42.1,4.3,4.3,UPI
Go Sedan,712.0,41.51,14.1,40.9,4.0,4.5,Credit Card
Premier Sedan,626.0,34.32,9.7,31.3,5.0,4.1,UPI
Premier Sedan,532.0,47.72,14.1,31.7,4.7,5.0,Credit Card
Bike,530.0,13.51,13.3,24.4,3.6,4.8,Cash
eBike,165.0,34.2,7.9,38.1,3.8,4.5,Uber Wallet
Go Mini,367.0,18.66,3.5,21.0,4.3,4.5,Cash
Premier Sedan,241.0,42.42,7.6,23.9,4.3,3.6,UPI
Bike,2157.0,19.8,14.7,31.0,4.3,4.8,UPI
Bike,2286.0,42.29,9.8,39.4,4.7,5.0,Debit Card
Auto,315.0,23.76,13.7,21.2,4.2,4.9,Cash
Premier Sedan,1004.0,47.26,6.5,23.3,4.2,4.6,Cash
Go Mini,685.0,43.5,5.3,16.3,4.6,4.4,Debit Card
Bike,877.0,19.08,6.8,15.2,4.6,4.9,UPI
Go Sedan,724.0,4.49,11.1,17.0,5.0,4.5,UPI
Auto,340.0,48.64,14.5,30.3,4.2,5.0,UPI
Bike,657.0,33.09,4.2,44.4,4.4,4.9,Cash
Go Sedan,347.0,45.38,13.9,30.4,5.0,5.0,Credit Card
Premier Sedan,200.0,24.71,2.6,35.3,4.1,5.0,UPI
Go Sedan,967.0,40.56,13.6,18.4,4.6,4.8,UPI
Bike,626.0,42.68,4.3,33.3,4.7,4.3,Cash
Bike,505.0,23.55,4.2,30.1,3.2,4.8,UPI
Go Mini,531.0,43.61,12.8,33.2,3.7,4.6,UPI
Go Mini,559.0,6.71,2.2,31.0,4.2,4.3,UPI
