fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
8.0,1.9843563380347409,1,17,Thursday,January,0,2015
3.7,0.7624942297279891,1,19,Saturday,March,1,2011
4.9,0.4137559601125736,1,17,Thursday,July,0,2012
17.5,6.833479541362102,5,1,Monday,July,0,2014
5.0,0.9816771941762904,1,18,Monday,December,0,2014
6.0,1.4568266017918574,1,7,Wednesday,February,0,2013
8.5,1.7883595164434645,1,21,Wednesday,April,0,2010
5.0,0.7136719691399606,1,23,Friday,March,0,2013
9.3,2.0818294666762016,2,15,Sunday,May,1,2011
6.0,1.2596485992226727,1,21,Wednesday,September,0,2014
9.3,2.879848575111881,5,10,Thursday,May,0,2012
6.1,2.551472571908103,2,16,Saturday,December,1,2009
8.9,2.725080181084991,1,7,Thursday,December,0,2010
4.1,1.2908922571945565,1,10,Sunday,March,1,2012
4.9,1.034822229233442,1,0,Tuesday,September,0,2010
18.1,9.503929675962226,3,22,Thursday,September,0,2009
10.9,3.5482514298551746,1,11,Friday,January,0,2009
14.0,2.6973243466799266,1,10,Thursday,November,0,2014
3.7,0.9190007408687378,1,10,Tuesday,January,0,2012
7.3,1.4314445862810732,1,19,Wednesday,August,0,2012
3.7,0.8235768012955234,1,9,Wednesday,May,0,2011
45.0,20.114893392004905,3,21,Thursday,August,0,2012
7.5,1.9751435276844262,1,11,Thursday,August,0,2014
5.5,0.624838872444687,1,12,Wednesday,July,0,2014
9.5,1.8430068006952862,6,0,Sunday,September,1,2012
57.33,20.42682058756379,6,20,Wednesday,June,0,2014
9.3,2.2889244409166856,1,9,Thursday,June,0,2009
16.0,5.379992394799027,1,12,Monday,April,0,2014
5.0,0.363769656659419,1,7,Saturday,March,1,2014
6.1,1.510268119621322,1,23,Tuesday,March,0,2011
5.0,1.2561796546509183,1,11,Friday,November,0,2012
23.0,7.083191445508673,1,23,Tuesday,June,0,2014
7.3,1.5107262552708562,2,0,Sunday,October,1,2009
10.5,1.114544862489886,1,12,Sunday,February,1,2015
3.3,0.4134181015993175,1,9,Monday,May,0,2012
4.9,1.0480138339240896,1,14,Sunday,May,1,2010
9.7,3.808583877489322,1,0,Thursday,June,0,2011
7.3,1.967046452923654,3,21,Monday,July,0,2012
5.5,1.507735365197052,1,13,Saturday,November,1,2014
7.3,1.9544519942109304,2,10,Sunday,November,1,2011
12.5,2.880035708876318,2,20,Wednesday,January,0,2014
6.0,1.4826089198066,1,20,Friday,January,0,2015
33.83,8.058876447552233,1,23,Sunday,June,1,2013
40.5,12.94269951043966,1,0,Saturday,February,1,2014
4.0,1.020728849488274,1,17,Thursday,April,0,2013
10.0,2.5627652880946994,3,1,Saturday,November,1,2014
16.9,6.552690054279679,3,14,Friday,December,0,2011
19.0,5.701270635274625,1,12,Sunday,December,1,2012
4.5,1.0864337151607495,4,10,Saturday,December,1,2009
6.0,0.7085818987891337,1,13,Friday,March,0,2013
21.5,5.3407782996257955,2,15,Friday,March,0,2013
10.1,2.140445473443177,1,22,Friday,January,0,2011
8.9,2.7149358504438013,1,6,Friday,July,0,2011
12.1,6.058704568703224,1,3,Saturday,August,1,2012
4.5,0.5166392070220381,1,9,Tuesday,November,0,2009
11.3,4.1018596276795405,1,2,Saturday,August,1,2009
7.7,2.1917839055029114,1,17,Friday,June,0,2011
8.1,4.157543264087836,2,0,Sunday,April,1,2010
14.2,4.019618704124029,1,5,Thursday,January,0,2009
11.5,2.8200090985408686,1,21,Wednesday,April,0,2015
20.1,7.297352061611877,2,15,Wednesday,December,0,2010
34.83,13.073774055958788,2,0,Saturday,August,1,2014
10.0,2.520105631568553,1,18,Monday,February,0,2013
11.7,4.03127598463598,3,20,Friday,August,0,2011
2.9,0.4007971426913114,1,10,Sunday,April,1,2012
5.3,0.9424794673771173,1,18,Saturday,June,1,2012
5.3,1.4690300928699278,1,9,Saturday,January,1,2010
6.0,1.764732769094141,2,2,Sunday,June,1,2015
8.9,3.9499196122431464,1,20,Monday,July,0,2011
4.9,1.2098117674514823,1,21,Monday,January,0,2011
8.5,2.7979774732424794,1,7,Monday,March,0,2015
10.0,3.2074266706611616,2,8,Thursday,November,0,2013
17.0,4.180477687431369,1,19,Tuesday,September,0,2014
14.0,5.379133662140268,1,4,Saturday,March,1,2014
6.5,1.532601921789051,2,16,Saturday,November,1,2009
6.1,1.5711712239981284,1,17,Wednesday,August,0,2012
7.7,1.616145289267774,1,15,Saturday,May,1,2011
4.1,0.5011907949110586,1,7,Wednesday,December,0,2009
9.7,2.4130082365556467,1,14,Sunday,September,1,2011
22.0,4.379941676531068,1,7,Wednesday,June,0,2013
4.0,0.5607114377758458,4,13,Wednesday,January,0,2014
6.5,1.6847775640659903,1,11,Thursday,June,0,2009
4.5,1.1237822605279897,1,12,Saturday,January,1,2015
6.5,1.5121217335738268,1,16,Monday,December,0,2013
3.3,0.4810231159764387,1,14,Saturday,April,1,2010
6.1,2.4839583832383925,1,3,Saturday,June,1,2010
8.9,3.5061980585953854,1,15,Sunday,March,1,2012
5.3,1.2069982209014487,1,19,Thursday,May,0,2009
5.7,0.9192509393208853,2,2,Saturday,August,1,2009
5.5,1.3415550038483561,1,13,Saturday,December,1,2012
17.5,5.827294254596139,2,12,Sunday,November,1,2013
8.5,1.7943028704639126,5,12,Wednesday,April,0,2009
4.5,0.733905018102967,1,22,Tuesday,July,0,2012
10.0,1.9198210848774857,1,9,Tuesday,June,0,2014
11.7,3.8548517660070223,3,11,Monday,March,0,2010
18.5,7.57189402424765,1,14,Thursday,February,0,2011
12.9,4.264639531205526,1,21,Tuesday,June,0,2011
9.3,2.6820938357208175,2,15,Thursday,January,0,2011
8.5,1.4638371619217292,1,22,Friday,March,0,2014
24.1,10.869183794322746,2,13,Wednesday,October,0,2011
14.5,5.1552879840249695,1,10,Friday,November,0,2013
6.0,1.1618930231033942,2,0,Sunday,April,1,2014
14.1,8.006430557815506,1,21,Sunday,December,1,2011
20.0,4.047366973145326,1,12,Wednesday,September,0,2013
5.7,1.1403519438260472,2,21,Thursday,July,0,2010
5.5,1.748079618302495,1,23,Monday,November,0,2013
6.5,1.8543426984494848,1,6,Tuesday,April,0,2010
6.5,0.9466556086637407,2,21,Tuesday,November,0,2011
13.3,5.849637339777078,1,7,Monday,September,0,2009
6.9,2.1932989396651474,1,5,Thursday,August,0,2011
6.9,0.9960554531893597,1,10,Monday,March,0,2012
10.5,3.430865056315062,1,8,Friday,December,0,2010
8.5,1.9634117248882517,1,15,Monday,May,0,2010
6.9,1.302796712029293,2,13,Wednesday,March,0,2009
50.9,19.343523836631373,2,18,Friday,July,0,2009
6.1,1.5462908850616819,1,6,Thursday,November,0,2011
7.7,3.1576804345433316,1,13,Thursday,June,0,2010
12.5,4.302753501096018,1,16,Tuesday,April,0,2014
15.7,5.467403476253683,2,8,Friday,February,0,2009
5.7,1.7033351934172898,1,21,Thursday,September,0,2011
8.5,2.1352251680701975,1,23,Tuesday,December,0,2012
5.7,1.3253461434207154,1,20,Friday,December,0,2011
10.5,1.7579262581619237,1,11,Tuesday,July,0,2013
4.1,1.3275434865827103,2,22,Thursday,May,0,2009
7.0,1.2904205651331955,1,17,Sunday,September,1,2014
26.5,7.141483160212844,1,15,Friday,June,0,2014
42.9,16.836126425012125,3,2,Tuesday,January,0,2012
14.0,4.753014354119074,2,23,Friday,October,0,2013
12.1,4.20848511660017,1,11,Sunday,April,1,2012
18.9,5.861427230486777,1,7,Tuesday,May,0,2011
7.3,2.3241512096450645,1,0,Thursday,July,0,2009
10.5,2.5242701695049115,1,21,Saturday,August,1,2014
7.7,2.435712318944087,1,4,Saturday,June,1,2011
10.9,4.268880622797395,3,19,Tuesday,August,0,2009
6.5,2.147630660832055,1,21,Tuesday,December,0,2013
8.1,2.539029660761246,2,18,Thursday,March,0,2009
6.0,1.549712724888311,1,13,Sunday,April,1,2014
6.1,1.7214515707006897,2,12,Sunday,November,1,2011
10.5,0.31188471070074525,1,15,Tuesday,March,0,2009
10.0,2.507893721183106,1,22,Friday,June,0,2013
7.7,1.9005249239554691,1,22,Wednesday,July,0,2010
6.5,0.21644041831029934,1,8,Friday,July,0,2012
15.5,3.007071462259059,1,15,Monday,March,0,2014
56.8,21.18287951530538,1,16,Wednesday,October,0,2012
11.0,2.770480229483658,4,13,Friday,February,0,2015
15.5,4.9402251932170955,1,19,Friday,April,0,2015
57.33,19.96749932758582,5,18,Friday,May,0,2013
27.7,8.444748613805361,5,20,Wednesday,February,0,2012
38.1,12.808300623708629,2,11,Sunday,May,1,2012
10.5,2.6882827162814618,1,3,Saturday,May,1,2013
8.9,2.9044002615248834,1,19,Friday,March,0,2012
4.5,0.24754369296757295,1,11,Thursday,October,0,2012
11.5,3.7224318076737415,2,19,Tuesday,January,0,2013
5.7,2.455515273405917,1,20,Thursday,May,0,2012
5.7,1.0707432417629983,4,9,Saturday,January,1,2011
8.5,2.5758058964796176,1,13,Monday,April,0,2013
4.5,1.9899238404827715,1,7,Wednesday,September,0,2010
8.9,2.2072482492217675,2,8,Friday,April,0,2009
15.0,2.6726778560027666,1,11,Friday,November,0,2013
3.7,0.7327934559268627,2,0,Sunday,January,1,2010
16.5,5.248428567428508,1,20,Wednesday,July,0,2009
4.0,0.5541803263028566,1,8,Thursday,June,0,2013
16.5,4.567986280069105,4,23,Friday,June,0,2015
4.1,0.49739062944020634,1,16,Wednesday,February,0,2012
10.5,4.1844946584359,1,16,Tuesday,March,0,2011
27.0,12.990123164809312,1,14,Sunday,January,1,2014
7.5,1.904842198614775,2,7,Monday,June,0,2013
6.0,1.6986902002827444,1,11,Saturday,April,1,2015
8.5,3.071782498265273,6,4,Thursday,December,0,2014
4.9,1.296366767966834,1,11,Friday,March,0,2009
14.0,4.373193825958411,2,18,Monday,February,0,2013
27.3,10.167459759874282,1,18,Thursday,July,0,2012
15.7,6.616286414559348,2,16,Sunday,November,1,2009
6.5,1.1729272480867934,4,0,Sunday,December,1,2010
57.33,19.92808031628662,1,11,Thursday,August,0,2013
11.0,4.2935508111588,5,22,Tuesday,February,0,2014
26.0,8.285840095197653,1,7,Thursday,May,0,2014
6.5,1.408423518066197,1,6,Thursday,December,0,2013
4.5,1.1471603357104674,1,14,Wednesday,August,0,2010
7.5,1.0176841210469263,6,8,Thursday,June,0,2013
45.7,11.130532914474983,1,19,Friday,March,0,2011
4.9,0.7044151820386132,1,21,Saturday,June,1,2012
9.0,2.0206862691442184,5,13,Monday,September,0,2014
11.5,2.870008600481887,1,18,Tuesday,May,0,2015
5.3,1.779690094921821,5,11,Friday,January,0,2009
4.5,0.8495184159452559,6,9,Sunday,March,1,2012
8.5,2.271168891284915,1,21,Thursday,February,0,2013
6.5,3.033872117204689,1,15,Saturday,August,1,2012
5.3,1.1429573383277543,2,10,Thursday,July,0,2010
6.5,1.7459925297519294,2,16,Wednesday,January,0,2012
4.9,1.3363874531701012,1,4,Friday,August,0,2009
8.0,1.2222211717291573,2,19,Friday,February,0,2014
5.7,2.2735469637296473,2,23,Friday,April,0,2010
8.9,3.112508145216714,5,18,Monday,November,0,2009
5.7,1.066445113883227,1,19,Friday,December,0,2010
10.9,3.2778426526009534,1,18,Saturday,June,1,2010
9.5,2.138492346320582,1,11,Saturday,January,1,2013
8.9,2.000112892291625,2,11,Sunday,April,1,2012
11.3,2.6824399755451456,1,10,Wednesday,March,0,2012
7.0,1.2608098820769509,2,13,Wednesday,August,0,2013
6.5,1.9063452324655177,1,11,Wednesday,February,0,2011
5.3,1.1001918022215031,1,19,Wednesday,May,0,2011
5.3,0.10912755265740616,5,11,Monday,June,0,2010
16.5,0.0509537610527381,1,20,Friday,October,0,2013
11.0,4.701578438634501,1,5,Tuesday,February,0,2015
15.0,2.798965380790974,2,18,Tuesday,March,0,2015
7.5,1.2668245812980428,1,9,Thursday,February,0,2013
57.33,21.472960624963424,2,21,Friday,October,0,2014
9.7,2.9328294444930907,1,21,Saturday,December,1,2010
10.1,2.47940894376662,2,20,Monday,January,0,2012
8.5,2.085277505270323,1,17,Monday,April,0,2014
11.3,4.136737860470744,1,21,Friday,February,0,2011
10.5,2.5498531986450446,2,13,Wednesday,March,0,2013
11.0,2.6218078988461433,6,22,Monday,May,0,2015
24.0,5.462129233986434,2,16,Thursday,June,0,2015
4.1,0.6506633046946443,3,23,Thursday,March,0,2010
4.5,1.1673784302462367,1,14,Saturday,March,1,2010
7.3,2.2048363705900504,1,9,Wednesday,November,0,2011
13.0,3.8389232768326376,1,3,Friday,March,0,2013
11.7,4.6863971084779,5,21,Tuesday,November,0,2009
23.5,7.663676049137045,1,18,Thursday,December,0,2012
8.0,1.0874637848506914,1,15,Monday,February,0,2013
45.0,20.65022048690149,1,21,Sunday,November,1,2009
8.5,0.5137511959592024,2,7,Tuesday,December,0,2013
3.7,1.0743294848615206,1,13,Monday,January,0,2012
49.57,20.402895858600303,1,23,Thursday,June,0,2010
5.0,0.8286404595931723,3,0,Sunday,August,1,2014
8.5,2.3346364709848912,1,1,Saturday,March,1,2013
6.0,1.426174577265459,1,4,Sunday,January,1,2015
4.0,0.563794955399478,1,17,Thursday,March,0,2013
9.0,2.4392999954609302,1,23,Saturday,June,1,2014
12.1,4.493954989095952,1,7,Friday,May,0,2012
12.9,5.5437106724094285,1,7,Tuesday,January,0,2012
8.5,2.377766382238037,1,21,Tuesday,October,0,2011
6.0,1.42265579162876,1,23,Tuesday,September,0,2014
11.3,4.357190137561353,5,10,Sunday,April,1,2011
7.3,1.6931429299369518,1,15,Sunday,September,1,2010
5.3,1.7113141939027796,1,16,Tuesday,April,0,2010
16.1,6.516758278287288,1,1,Saturday,May,1,2009
10.5,2.840702192381017,1,17,Saturday,March,1,2012
18.9,7.810347985045699,1,22,Monday,January,0,2011
4.5,0.5322250512391182,3,15,Saturday,April,1,2014
10.1,2.218092967609314,2,19,Wednesday,December,0,2011
4.1,0.6787327142983718,1,16,Saturday,July,1,2011
8.9,2.5266356734459405,1,9,Monday,April,0,2010
3.7,0.6116999828958295,1,3,Friday,June,0,2011
10.0,2.871992482102092,1,19,Sunday,May,1,2013
7.5,1.5503919377897126,3,0,Friday,February,0,2013
4.1,0.7806143860652139,1,9,Friday,February,0,2009
10.1,3.7448764044459733,2,20,Friday,October,0,2011
56.8,23.323805471102848,1,17,Sunday,September,1,2012
8.5,2.7605331155000092,1,23,Thursday,October,0,2013
5.3,1.1660671363789143,5,7,Tuesday,June,0,2010
6.9,1.67304375119825,1,7,Wednesday,January,0,2012
4.5,1.5343982765030928,1,16,Thursday,July,0,2009
25.3,14.629176784020832,1,1,Saturday,April,1,2009
27.7,12.40920770231109,1,21,Friday,May,0,2010
8.0,1.3695083299668642,5,13,Wednesday,February,0,2015
13.7,3.7731465997586744,2,1,Monday,August,0,2011
6.0,1.7686773958324533,1,18,Friday,October,0,2013
9.5,3.1193349991279247,2,10,Sunday,November,1,2013
11.0,4.599361732785084,1,9,Saturday,October,1,2013
6.5,1.3156796461473261,1,9,Monday,August,0,2012
7.0,1.7088140033222907,1,18,Monday,February,0,2013
10.1,2.5703372867470033,2,16,Monday,February,0,2011
4.9,0.2894707887752494,1,9,Tuesday,August,0,2011
18.0,4.621525241409537,1,11,Tuesday,May,0,2015
11.0,1.833124353887949,2,4,Wednesday,September,0,2014
7.7,2.0197432441395953,1,21,Saturday,May,1,2011
7.0,1.738441871880267,2,20,Friday,January,0,2009
6.5,2.10819984983457,1,14,Thursday,July,0,2010
4.5,0.8847296963740103,1,11,Monday,March,0,2013
4.5,1.3833323812007123,1,14,Thursday,May,0,2010
4.9,0.6566471341867847,1,0,Saturday,January,1,2012
12.9,4.271204507618095,1,12,Tuesday,July,0,2009
5.0,0.963490814054638,2,22,Friday,February,0,2013
12.0,2.756890810450102,1,15,Sunday,May,1,2014
9.0,2.3423379755390137,1,8,Monday,February,0,2015
7.0,1.3629724604501896,2,0,Sunday,November,1,2014
7.3,1.7598655916865251,5,17,Saturday,October,1,2009
6.1,1.2712076126639515,6,9,Tuesday,July,0,2012
3.7,0.5331632592490585,1,15,Wednesday,December,0,2009
11.5,3.3799559603609493,5,0,Tuesday,September,0,2013
4.5,0.9679076291189839,1,9,Monday,February,0,2011
8.5,8.152941048799068,1,17,Monday,November,0,2012
16.9,8.008872933521985,1,23,Saturday,January,1,2011
4.9,1.2383990181388749,5,15,Saturday,April,1,2010
8.1,3.084986937162709,1,10,Thursday,December,0,2009
7.3,1.5798077975680656,1,8,Wednesday,April,0,2009
14.5,0.9760626749919054,1,16,Friday,April,0,2010
6.5,1.8100504951026855,1,10,Sunday,June,1,2009
5.7,1.5746938076153567,1,1,Saturday,December,1,2010
4.9,1.2179856043719872,3,19,Monday,January,0,2010
6.9,1.7754932791458906,1,0,Friday,April,0,2009
4.5,0.015335981219327896,1,19,Saturday,July,1,2011
5.3,1.284219919125159,1,17,Saturday,June,1,2012
9.7,3.4148727281073357,1,16,Tuesday,August,0,2012
7.7,2.7403929608644515,4,21,Thursday,October,0,2009
6.0,1.4418495393342103,1,14,Thursday,November,0,2012
56.8,20.539922090983108,1,5,Thursday,October,0,2012
14.5,2.8680331590581627,1,1,Saturday,March,1,2013
18.0,2.893653118682039,1,19,Wednesday,June,0,2014
32.9,13.513064824610867,1,12,Monday,July,0,2011
4.0,0.6460354393791368,1,13,Saturday,February,1,2014
8.5,2.563771800779279,1,16,Sunday,May,1,2014
7.0,1.3670781230360016,2,13,Friday,July,0,2013
4.9,1.0255290129703247,1,22,Thursday,January,0,2010
4.5,1.2338669921882661,1,17,Monday,July,0,2011
10.5,1.210139319573684,2,15,Monday,September,0,2013
9.7,4.192865010833649,5,14,Friday,April,0,2010
8.0,2.2412433025987326,5,18,Friday,September,0,2012
33.33,9.636829745335412,2,22,Thursday,April,0,2013
6.9,1.927320464699612,1,22,Tuesday,January,0,2012
5.0,0.8909223221193792,5,10,Monday,April,0,2014
17.0,5.686796715146993,1,14,Wednesday,April,0,2013
8.5,2.7063449647081916,5,16,Monday,June,0,2010
52.0,19.51159836010149,1,18,Saturday,February,1,2014
7.3,1.768855311312702,1,4,Friday,April,0,2010
16.1,6.556227026847752,1,22,Thursday,February,0,2011
49.8,22.402511796773258,1,11,Friday,June,0,2011
5.5,1.2079392834095712,3,6,Tuesday,September,0,2012
6.9,0.8152089276271266,3,19,Tuesday,July,0,2011
6.5,1.2527190337702734,1,17,Thursday,April,0,2011
6.1,2.2704249696751364,1,15,Thursday,July,0,2011
7.3,0.9842403497023628,2,15,Friday,December,0,2011
10.9,3.840435864611421,1,2,Sunday,June,1,2009
6.1,1.7256446854657612,1,21,Thursday,April,0,2012
10.5,3.169859084436652,1,13,Thursday,January,0,2013
13.5,5.243341395225372,1,22,Thursday,April,0,2014
18.5,3.425348191792394,5,14,Wednesday,April,0,2013
15.3,5.947480868015684,2,0,Saturday,September,1,2009
4.5,0.4047413588970915,1,20,Saturday,August,1,2010
10.1,1.8416671331070082,1,8,Thursday,July,0,2010
9.3,3.654186230760169,1,10,Tuesday,January,0,2010
19.3,5.018136640564955,5,20,Tuesday,October,0,2011
5.3,2.1964423523840937,1,5,Sunday,September,1,2009
29.0,7.695667081565001,1,23,Monday,July,0,2014
5.0,0.5170408231759648,2,12,Wednesday,August,0,2013
4.5,1.0372690404046536,1,17,Sunday,February,1,2015
11.0,2.3851239081250717,1,15,Friday,January,0,2013
8.9,3.8014160679023603,1,8,Monday,July,0,2012
5.0,0.7694138556193917,1,10,Tuesday,February,0,2013
8.1,2.696041448017454,1,9,Wednesday,July,0,2009
9.0,2.7308427767456407,1,11,Sunday,May,1,2015
6.5,1.4605350030010278,1,11,Sunday,October,1,2011
4.9,1.103623460181821,1,9,Monday,January,0,2010
6.0,1.640559423746167,1,17,Friday,May,0,2013
6.9,0.7528046517909387,1,20,Friday,April,0,2012
9.0,1.4507287486989717,1,19,Saturday,November,1,2013
13.5,4.080639640754394,1,3,Saturday,May,1,2015
5.5,0.8988564715890419,1,18,Saturday,January,1,2013
16.0,3.9835139634669074,2,21,Sunday,October,1,2012
6.0,2.2665241996980106,6,16,Sunday,May,1,2014
7.7,2.1689017384983114,1,16,Wednesday,September,0,2010
6.5,1.62497695768661,2,0,Saturday,July,1,2014
7.7,2.2872974748314,3,19,Sunday,May,1,2011
8.1,3.336186959272234,1,20,Tuesday,November,0,2010
6.9,1.4762968606613824,1,19,Wednesday,October,0,2010
4.5,1.0358866922515104,1,9,Saturday,February,1,2011
11.5,3.573354226926135,1,2,Saturday,January,1,2015
36.0,10.25379530160814,1,4,Wednesday,December,0,2013
11.0,2.1469190784689576,1,15,Sunday,February,1,2015
7.7,1.0265850124299782,1,10,Wednesday,December,0,2010
6.5,1.515835514955675,1,8,Monday,June,0,2014
26.0,6.745087016370409,2,16,Monday,October,0,2012
11.0,2.5770668691281746,1,18,Saturday,March,1,2014
11.7,3.403933486239835,1,16,Tuesday,October,0,2011
9.7,3.3449578048508695,1,13,Tuesday,November,0,2010
4.5,0.662968713328403,1,7,Saturday,March,1,2015
5.3,1.268741786152648,3,7,Tuesday,March,0,2011
18.0,6.747951440146873,1,1,Saturday,October,1,2014
8.5,3.8746297885246057,1,0,Saturday,March,1,2012
8.0,1.8926988884854758,1,7,Friday,August,0,2014
7.3,2.1156097300908985,5,23,Friday,August,0,2010
8.1,1.911268057125283,1,17,Saturday,March,1,2010
19.5,7.617912278157336,1,0,Saturday,April,1,2014
9.7,1.4124903913683686,1,18,Thursday,July,0,2009
38.9,17.23325726019013,1,21,Friday,August,0,2009
8.1,2.7612463140878964,4,0,Saturday,October,1,2010
5.3,1.1783271412604437,1,21,Sunday,April,1,2012
4.5,0.6589706425168037,1,19,Wednesday,January,0,2012
5.3,1.2405801110346832,5,15,Saturday,August,1,2009
2.5,8.426156668181136e-05,1,19,Monday,June,0,2013
5.3,1.256045854416023,1,14,Friday,May,0,2010
5.5,0.623475308128595,1,18,Sunday,November,1,2014
7.3,3.258901955494626,1,19,Thursday,November,0,2011
2.5,11.273601954561842,1,12,Wednesday,February,0,2009
5.5,0.712590680841696,1,10,Friday,March,0,2013
7.3,3.365502696438564,1,16,Tuesday,May,0,2011
7.5,1.9332904305523186,1,23,Wednesday,September,0,2013
8.9,3.3205162521233826,1,20,Monday,September,0,2009
18.9,6.690945624733099,1,22,Friday,April,0,2011
25.0,6.773757874899559,5,23,Wednesday,February,0,2015
14.0,3.1778556723259515,1,15,Monday,February,0,2015
14.0,3.919693357328508,1,5,Tuesday,December,0,2013
5.3,1.4129795193897585,5,18,Friday,April,0,2012
16.9,7.374154971702307,1,19,Saturday,January,1,2009
8.7,2.4558317310816395,1,17,Friday,March,0,2009
13.0,3.440608604995965,1,8,Tuesday,October,0,2012
7.7,1.5631297542888427,1,19,Friday,June,0,2012
11.0,2.017903563045988,1,18,Tuesday,September,0,2013
8.1,2.0232337684032906,1,4,Sunday,July,1,2009
10.0,2.6863156154827585,1,19,Tuesday,July,0,2014
11.0,4.560043440897756,1,5,Saturday,April,1,2014
4.5,1.246104349704934,1,7,Tuesday,November,0,2011
7.0,1.7864413637572583,5,16,Thursday,May,0,2013
8.9,3.149268361643949,1,20,Sunday,October,1,2010
13.5,3.031649078919855,1,9,Thursday,November,0,2014
12.5,5.592015834924523,2,18,Saturday,May,1,2010
9.0,2.0709349723337565,2,23,Tuesday,May,0,2015
8.5,2.6101187748500894,1,16,Saturday,September,1,2012
11.7,6.391407177932955,2,23,Friday,March,0,2010
4.1,1.209253440986329,1,20,Sunday,November,1,2010
8.5,1.3249315464873204,2,17,Wednesday,November,0,2009
6.1,0.4793525234737797,1,14,Monday,August,0,2010
